Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[developmental stage],Characteristics[disease],Characteristics[cell type],Characteristics[FACS marker],Characteristics[organism part],Characteristics[stimulus],Characteristics[inferred cell type],Characteristics[plate identity],Characteristics[run id],Characteristics[single cell well quality],Characteristics[post analysis well quality],Material Type,Protocol REF,Protocol REF_1,Protocol REF_2,Protocol REF_3,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Comment[ORIENTATION],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[single cell isolation],Comment[spike in],Protocol REF_4,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Comment[ENA_RUN],Factor Value[single cell identifier],Factor Value[cell type],Factor Value[FACS marker],Factor Value[organism part],Factor Value[stimulus],Factor Value[inferred cell type],cellID,cellType,cellPart,stimulus,nGene,nUMI,Plate.identity,Well,V1,SANGER.SAMPLE.ID,SAMPLE.DESCRIPTION,original_label,id_run,sample_common_name,study,num_processed,num_mapped,percent_mapped,perc_ERCC,perc_mt,n_genes,log10_reads,tissue,treat,tissue_treat,cell_type,dim1_remTot,dim2_remTot,cc_phase,dbscan_cl,rskc_cl,rskc_subcl,db_rskc_subcl,rf_DCs,ct_simp,n_genes_sub,rn,All.Events..Events,All.Events.CD1a_APC.633.660.20.A.Median,All.Events.CD1c_AF700.633.730.45.A.Median,All.Events.CD14_APCCy7.633.780.60.A.Median,All.Events.ECAD_fitc.488.530.30.A.Median,All.Events.CD11b_PerCP.488.670.30.A.Median,All.Events.BDCA4_PE.561.585.15.A.Median,All.Events.CD86_Dazzle.561.610.20.A.Median,All.Events.CD123_PECy7.561.780.60.A.Median,All.Events.CD11c_BV421.405.450.50.A.Median,All.Events.Aqua.405.525.50.A.Median,All.Events.CD3_BV650.405.660.20.A.Median,All.Events.HLADR_BV785.405.780.60.A.Median,CD1a_class,orig.ident,res.0.2,res.0.4,res.0.6,res.0.8,res.1,res.1.2,res.1.4,res.1.6,res.1.8,res.2,res.2.2,res.2.4,res.2.6,cl_coarse,ct_cluster_merg,cl_redone
24013_#278,ERS3961637,SAMEA6161626,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#278,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#278,sequencing assay,ERX3641273,ERR3649189,cell24013_278,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_278,plasmacytoid dendritic cell,blood,none,13596,2274438.39826719,CF03YBY7,D2,24013_#278,4375STDY7084031,Single cell D2,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,3493083,2279967,65.27090825,0,0.055701926,8365,6.357928557,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),14.72156245,-2.116775897,S,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,8140,cell24013_278,1,174,79,-239,102,-282,1554,125,41040,-65,136,-350,1504,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0
24013_#279,ERS3961638,SAMEA6161627,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#279,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#279,sequencing assay,ERX3641274,ERR3649190,cell24013_279,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_279,plasmacytoid dendritic cell,blood,none,12630,2027711.16549609,CF03YBY7,D3,24013_#279,4375STDY7084032,Single cell D3,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,2997248,2031102,67.76556361,0,0.059910857,7445,6.307731754,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),14.27978144,-5.133371235,G2M,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,7245,cell24013_279,1,184,135,268,194,-190,1088,214,24803,52,153,-240,1818,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
24013_#280,ERS3961640,SAMEA6161629,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#280,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#280,sequencing assay,ERX3641276,ERR3649192,cell24013_280,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_280,plasmacytoid dendritic cell,blood,none,14058,2866200.30488864,CF03YBY7,D4,24013_#280,4375STDY7084033,Single cell D4,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,4446676,2871967,64.58682845,0,0.070709181,8751,6.458179452,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),14.00241356,-4.557480613,G2M,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,8519,cell24013_280,1,37,59,184,149,23,824,-26,9938,56,53,-39,244,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0
24013_#281,ERS3961641,SAMEA6161630,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#281,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#281,sequencing assay,ERX3641277,ERR3649193,cell24013_281,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_281,plasmacytoid dendritic cell,blood,none,12319,2842897.46923091,CF03YBY7,D5,24013_#281,4375STDY7084034,Single cell D5,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,3989431,2846351,71.34729238,0,0.044886439,7258,6.45428844,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),13.60863944,-2.013704888,G2M,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,7077,cell24013_281,1,256,106,604,471,-57,2774,197,41154,-13,228,-394,4943,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0
24013_#282,ERS3961642,SAMEA6161631,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#282,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#282,sequencing assay,ERX3641278,ERR3649194,cell24013_282,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_282,plasmacytoid dendritic cell,blood,none,12888,2939486.93308424,CF03YBY7,D6,24013_#282,4375STDY7084035,Single cell D6,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,4280115,2944141,68.78649289,3.4e-5,0.077005631,7620,6.468958434,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),9.981904307,-1.178884703,G2M,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,7439,cell24013_282,1,76,-61,257,267,-146,966,64,24599,-5,139,-128,1125,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0
24013_#283,ERS3961643,SAMEA6161632,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#283,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#283,sequencing assay,ERX3641279,ERR3649195,cell24013_283,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,cell24013_283,monocyte,blood,none,12659,2778342.93865859,CF03YBY7,D7,24013_#283,4375STDY7084036,Single cell D7,cDC (CD11c+ HLA-DR+ cells)_Blood,24013,Homo sapiens,House dust mite,3392801,2782497,82.01179497,0,0.042734518,7744,6.444434684,Blood,Untreated,Blood,cDC (CD11c+ HLA-DR+ cells),3.147072986,4.478082392,G1,cl0,cl5,cl5_subcl2_2,cl0_subcl2_2,DC1,cDC,7552,cell24013_283,1,-81,-118,1652,138,-24,64,3818,4827,376,120,144,1675,CD1a_n,cell24013,0,0,2,2,1,1,1,1,1,1,5,1,0,1,1,1
24013_#284,ERS3961644,SAMEA6161633,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#284,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#284,sequencing assay,ERX3641280,ERR3649196,cell24013_284,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,cell24013_284,monocyte,blood,none,13218,2518862.47020922,CF03YBY7,D8,24013_#284,4375STDY7084037,Single cell D8,cDC (CD11c+ HLA-DR+ cells)_Blood,24013,Homo sapiens,House dust mite,3522073,2535586,71.99129604,0.012699235,0.104224076,7851,6.404023159,Blood,Untreated,Blood,cDC (CD11c+ HLA-DR+ cells),-1.970640888,4.63605514,G2M,cl6,cl5,cl5_subcl2_2,cl6_subcl2_1,DC1,cDC,7590,cell24013_284,1,93,1761,240,115,-44,69,164,3592,635,67,-59,4176,CD1a_n,cell24013,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
24013_#285,ERS3961645,SAMEA6161634,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#285,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#285,sequencing assay,ERX3641281,ERR3649197,cell24013_285,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,cell24013_285,monocyte,blood,none,13093,3430024.16159277,CF03YBY7,D9,24013_#285,4375STDY7084038,Single cell D9,cDC (CD11c+ HLA-DR+ cells)_Blood,24013,Homo sapiens,House dust mite,4433948,3436775,77.51049403,4.07359e-4,0.075557325,7780,6.536149329,Blood,Untreated,Blood,cDC (CD11c+ HLA-DR+ cells),-9.846372226,11.3580504,G1,cl0,cl5,cl5_subcl2_2,cl0_subcl2_1,DC1,cDC,7594,cell24013_285,1,28,-10,90,91,288,46,2453,2805,288,111,-54,919,CD1a_n,cell24013,2,2,2,2,1,1,1,1,1,1,1,1,6,1,1,1
24013_#301,ERS3961664,SAMEA6161653,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#301,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#301,sequencing assay,ERX3641300,ERR3649216,cell24013_301,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_301,plasmacytoid dendritic cell,blood,none,11411,1142014.68370819,CF03YBY7,E1,24013_#301,4375STDY7084054,Single cell E1,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,1846250,1144581,61.9949086,0,0.068233743,6479,6.058646543,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),14.32571039,-6.772943838,S,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,6334,cell24013_301,1,24,-159,413,136,20,659,4,16405,27,104,-66,952,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
24013_#310,ERS3961674,SAMEA6161663,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,activated dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#310,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#310,sequencing assay,ERX3641310,ERR3649226,cell24013_310,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,activated dendritic cell,cell24013_310,activated dendritic cell,blood,none,3651,761482.304594222,CF03YBY7,E10,24013_#310,4375STDY7084063,Single cell E10,cDC (CD11c+ HLA-DR+ cells)_Blood,24013,Homo sapiens,House dust mite,1065660,763576,71.6528724,0,0.04766873,1368,5.882852288,Blood,Untreated,Blood,cDC (CD11c+ HLA-DR+ cells),-9.575529226,9.172468685,G2M,cl1,cl6,cl6_subcl2_1,cl1_subcl2_2,DC1,cDC,1341,cell24013_310,1,-60,170,742,180,172,173,1555,4004,311,188,-2,1144,CD1a_n,cell24013,0,0,0,0,3,3,3,3,2,2,2,2,2,3,3,3
24013_#311,ERS3961675,SAMEA6161664,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,activated dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#311,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#311,sequencing assay,ERX3641311,ERR3649227,cell24013_311,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,activated dendritic cell,cell24013_311,activated dendritic cell,blood,none,3989,1071460.68384989,CF03YBY7,E11,24013_#311,4375STDY7084064,Single cell E11,cDC (CD11c+ HLA-DR+ cells)_Blood,24013,Homo sapiens,House dust mite,1441047,1072984,74.45864014,0,1.72828e-4,1464,6.030593275,Blood,Untreated,Blood,cDC (CD11c+ HLA-DR+ cells),-10.46328598,9.197391104,G2M,cl1,cl6,cl6_subcl2_1,cl1_subcl2_2,DC4,cDC,1441,cell24013_311,1,73,-17,811,99,241,242,2853,10325,227,170,-32,1893,CD1a_n,cell24013,0,0,0,2,3,3,3,3,2,2,2,2,6,3,3,3
24013_#312,ERS3961676,SAMEA6161665,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#312,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#312,sequencing assay,ERX3641312,ERR3649228,cell24013_312,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,cell24013_312,monocyte,blood,none,12953,2196221.76624393,CF03YBY7,E12,24013_#312,4375STDY7084065,Single cell E12,cDC (CD11c+ HLA-DR+ cells)_Blood,24013,Homo sapiens,House dust mite,3250616,2201972,67.74014525,0.113489168,0.036134978,7665,6.342318686,Blood,Untreated,Blood,cDC (CD11c+ HLA-DR+ cells),0.999138039,11.69798016,S,cl5,cl5,cl5_subcl2_2,cl5_subcl3_2,DC1,cDC,7500,cell24013_312,1,60,5758,194,133,5,46,299,906,302,113,8,3989,CD1a_n,cell24013,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
24013_#302,ERS3961665,SAMEA6161654,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#302,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#302,sequencing assay,ERX3641301,ERR3649217,cell24013_302,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_302,plasmacytoid dendritic cell,blood,none,12615,2477865.38622019,CF03YBY7,E2,24013_#302,4375STDY7084055,Single cell E2,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,3736996,2483617,66.4602531,0,0.021675435,7486,6.395084636,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),14.83867391,-3.519333091,G2M,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,7309,cell24013_302,1,80,-193,421,140,132,2408,-87,23488,26,129,-164,1357,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0
24013_#303,ERS3961666,SAMEA6161655,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#303,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#303,sequencing assay,ERX3641302,ERR3649218,cell24013_303,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_303,plasmacytoid dendritic cell,blood,none,12451,2452344.8221899,CF03YBY7,E3,24013_#303,4375STDY7084056,Single cell E3,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,3575418,2457363,68.72939052,0,0.063266128,7317,6.390469315,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),12.99664008,-3.088667025,S,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,7133,cell24013_303,1,121,-197,687,315,-81,1646,10,32955,-28,122,-337,2815,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0
24013_#304,ERS3961667,SAMEA6161656,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#304,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#304,sequencing assay,ERX3641303,ERR3649219,cell24013_304,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_304,plasmacytoid dendritic cell,blood,none,12867,2873919.82490764,CF03YBY7,E4,24013_#304,4375STDY7084057,Single cell E4,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,4294715,2882862,67.12580462,0,0.148299552,7726,6.459823891,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),11.9259244,-2.170965248,G2M,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,7553,cell24013_304,1,69,-92,759,193,-32,2112,17,27040,36,139,-251,1692,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0
24013_#305,ERS3961668,SAMEA6161657,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#305,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#305,sequencing assay,ERX3641304,ERR3649220,cell24013_305,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_305,plasmacytoid dendritic cell,blood,none,11969,2389126.72306594,CF03YBY7,E5,24013_#305,4375STDY7084058,Single cell E5,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,3307737,2397754,72.48925776,0.069314866,0.23428035,6704,6.379503494,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),12.88381411,-2.791580458,G2M,cl2,cl1,cl1_subcl2_2,cl2_subcl2_2,DC6,pDC_CD123Hi,6559,cell24013_305,1,88,-180,707,223,-112,1336,14,26931,14,209,-103,1441,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0
24013_#306,ERS3961669,SAMEA6161658,Homo sapiens,adult,normal,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#306,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#306,sequencing assay,ERX3641305,ERR3649221,cell24013_306,plasmacytoid dendritic cell,CD123Hi BDCA2+,blood,none,plasmacytoid dendritic cell,cell24013_306,plasmacytoid dendritic cell,blood,none,11876,2777641.50327197,CF03YBY7,E6,24013_#306,4375STDY7084059,Single cell E6,pDC (CD123Hi BDCA2+ cells)_Blood,24013,Homo sapiens,House dust mite,3681548,2784956,75.64633138,4.37e-5,0.094446337,6749,6.444818105,Blood,Untreated,Blood,pDC (CD123Hi BDCA2+ cells),-5.877538971,6.088718305,S,cl1,cl1,cl1_subcl2_2,cl1_subcl2_2,DC6,pDC_CD123Hi,6573,cell24013_306,1,201,-79,301,110,-277,984,292,24733,-87,96,-239,2224,CD1a_n,cell24013,1,1,1,1,0,0,0,0,0,0,6,6,4,0,0,0
24013_#307,ERS3961670,SAMEA6161659,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#307,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#307,sequencing assay,ERX3641306,ERR3649222,cell24013_307,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,cell24013_307,monocyte,blood,none,11357,1526258.2240785,CF03YBY7,E7,24013_#307,4375STDY7084060,Single cell E7,cDC (CD11c+ HLA-DR+ cells)_Blood,24013,Homo sapiens,House dust mite,2474102,1529524,61.82138004,6.54e-5,0.014969051,6407,6.184556069,Blood,Untreated,Blood,cDC (CD11c+ HLA-DR+ cells),1.231828866,12.30003707,G2M,cl5,cl5,cl5_subcl2_2,cl5_subcl3_3,DC1,cDC,6250,cell24013_307,1,85,-63,5720,62,1139,131,1085,2033,238,145,-78,2721,CD1a_n,cell24013,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
24013_#308,ERS3961671,SAMEA6161660,Homo sapiens,adult,normal,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,CF03YBY7,24013,OK,pass,cell,P-MTAB-90920,P-MTAB-90924,P-MTAB-90921,P-MTAB-90922,24013_#308,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,250,5'-3'-3'-5',none,polyA RNA,Smart-seq2,oligo-dT,FACS,ERCC,P-MTAB-90923,WSI Sequencing Facility,24013_#308,sequencing assay,ERX3641307,ERR3649223,cell24013_308,conventional dendritic cell,CD11c+ HLA-DR+,blood,none,monocyte,cell24013_308,monocyte,blood,none,12365,2249984.49636399,CF03YBY7,E8,24013_#308,4375STDY7084061,Single cell E8,cDC (CD11c+ HLA-DR+ cells)_Blood,24013,Homo sapiens,House dust mite,2998526,2253028,75.13785106,4.44e-5,0.046363711,7329,6.352766366,Blood,Untreated,Blood,cDC (CD11c+ HLA-DR+ cells),3.101602109,5.735366593,G1,cl5,cl5,cl5_subcl2_2,cl5_subcl3_3,DC3,cDC,7205,cell24013_308,1,711,398,2894,228,1426,143,1591,2646,846,339,-23,2310,CD1a_n,cell24013,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1
